,Artist,Album,Release Date,Lyrics
Too Late To Say Goodbye,Cage The Elephant,Tell Me I’m Pretty,"{'year': 2015, 'month': 12, 'day': 4}","Oh my precious ember burning, my sweet glowing light
From the moment I first saw you, I was yours and you were mine
Deep down we both knew you were trouble by design
And the echo of my mother's words, Baby, don't you play with fire""

I was always playing the part
First love only set by a spark
There was no way changing my mind

Now I'm under your spell, trapped in a lie
Shouldn't have stood that close to the fire
No turning back, nowhere to run, nowhere to hide
It's too late to say goodbye
Push back from my heart
Wish we could go back to the start
But oh my god, is this real?
No more time
It's too late, it's too late to say goodbye

I can hear the sounds of sirens circling around
Forced to watch the ashes floating, softly drifting to the ground
Deep down we both knew it was trouble by design
And the echo of my mother's words, Baby, don't you play with fire""

I was always playing the part
First love only set by a spark
There was no way changing my mind

Now I'm under your spell, trapped in a lie
Shouldn't have stood that close to the fire
No turning back, nowhere to run, nowhere to hide
It's too late to say goodbye
Push back from my heart
Wish we could go back to the start
But oh my god, is this real?
No more time
It's too late, it's too late, it's too late to say goodbye

After all the dust has settled, we can settle down
Just the two of us forever, no one else around
No one else around
Around

Now I'm under your spell, trapped in a lie
Shouldn't have stood that close to the fire
No turning back, nowhere to run, nowhere to hide
It's too late to say goodbye
Push back from my heart
Wish we could go back to the start
But oh my god
No escape
No more time
It's too late, it's too late, it's too late to say goodbye"
Black Madonna,Cage The Elephant,Social Cues,"{'year': 2019, 'month': 4, 'day': 19}","Soft glow on the city
She said, There's no one here who can touch you now""
Caught the last flight out of LAX
With your oneway ticket, New Yorkbound

Climb so high, don't make a sound
Don't you forget what goes up must come down
Climb so high, tell me how it feels

Call me when you're ready to be real
Black Madonna, hallelujah
Makes no difference here, so let's be real
Black Madonna, my black flower
Nowhere left to run, nowhere left to hide
You're not havin' fun, I think that you should ride
Call me when you're ready to be real
Black Madonna, my hallelujah

On the phone you sound shifty
You say that you're at home, alone right now
But in the background there's a muffled laugh
As you spin that wool and pull it down

Climb so high, don't hear a sound
Don't you forget what goes around, comes around
Climb so high, tell me how to feel

Call me when you're ready to be real
Black Madonna, hallelujah
Makes no difference here, so let's be real
Black Madonna, my black flower
Nowhere left to run, nowhere left to hide
Says it should be gone, at least it was this time
Call me when you're ready to be real
Black Madonna, my hallelujah

Call me when you're ready to be real
Black Madonna, hallelujah
Makes no difference here, so let's be real
Black Madonna, my black flower
Nowhere left to run, nowhere left to hide
You're not havin' fun, I think that you should ride
Call me when you're ready to be real
Black Madonna, my hallelujah"
Spiderhead,Cage The Elephant,Melophobia,"{'year': 2013, 'month': 10, 'day': 8}","I am the one you left for dead
Say you want it, too
You are the bullet in my head
And as you stand over my grave
Tell me it's okay
Your porcelain lips upon my face

Either I'm in heaven, or I'm in hell
Am I losing my mind here? 'Cause I can't tell
I've been waiting for answers for way too long
Seems I'm always waiting around

Spiders in my head, spiders in my mind
You may take my eyes, but baby, I'm not blind
It all works out in time
You know I'm gonna be alright
You may take my eyes, but, baby, I'm not blind

Talk to me now

I think your mother wants me dead
Say you want it, too
I am a schizophrenic man
I wouldn't change you if I could
Say you want me, too
Treat me cold, I'll play it cool

Spiders in my head, spiders in my mind
You may take my eyes, but baby, I'm not blind
It all works out in time
You know I'm gonna be alright
You may take my eyes, but, baby, I'm not blind

Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh

Spiders in my head, spiders in my mind
You may take my eyes, but baby, I'm not blind
It all works out in time
You know I'm gonna be alright
You may take my eyes, but, baby, I'm not blind"
How Are You True,Cage The Elephant,Tell Me I’m Pretty,"{'year': 2015, 'month': 12, 'day': 18}","Wake up, say a little prayer
Out of bed to the bathroom where
I take a look at myself and I stop and stare
And I wonder who is this standing here

And I try to find the will to carry on
Wonder how much longer I can carry on
Cause these days they take so long, yes they do

Hey, how are you true?
The light will guide you home, yes it will
Hey, how are you true?
Well there's one thing that you should know
Yes you should
You need love, you need love, you need love
You need love

All your days spend counting numbers
'Til one day you'll find day you'll find)
That life has passed you by
And in the quiet still of silence try to hide your eyes hide your eyes)
Oh no so don't cry, oh no

Hey, how are you true?
The light will guide you home, yes it will
Oh the years, they turn so fast
Soon the present will be past and you'll look back and laugh
Yes you will

Well I can still remember, yes, I was a young man too
Alone, but not forgotten and the candle shining through
Still all these words I've spoken don't mean anything at all
Without love, without love, without love
Without love
Do, do, do, oh yeah
Do, do, do, oh yeah

I remember clearly we were both there on the airplane
Told me all your secrets, oh I never saw it coming
I thought that you were joking
You were actually quite serious"
Take It or Leave It,Cage The Elephant,Melophobia,"{'year': 2013, 'month': 10, 'day': 8}","Baby, you should know by now that Im right for you
But every time I step to you, you change your tune
Sweet wheel of death keeps us holding our breath
I step to the right, you move to the left
And there's no one else I'd rather die to myself

Oh why won't you make up your mind?
I think I must confess, I'm starting to unwind
I've been tripping over you, so tell me something new
Take it or leave it

Maybe I should pack my things and move on
Maybe I'm fooling myself and you're already gone
Watching the flames wither and fade
Trying to make sense of the look on your face
I'm down on my knees just praying that I can hold on

Oh why won't you make up your mind?
I think I must confess, I'm learning to unwind
I've been tripping over you, so tell me something new
Take it or leave it

Baby, please, oh baby, please
Stay with me, or cut me free
Its killing me

Oh why won't you make up your mind?
I think I must confess, I'm starting to unwind
I've been tripping over you, so tell me something new
Take it or leave it
Take it or leave it"
Goodbye,Cage The Elephant,Social Cues,"{'year': 2019, 'month': 4, 'day': 8}","All my life, I read between the lines
Held on too tight, you know I tried
But in the end, it left me paralyzed
It's alright, goodbye, goodbye
Seems like yesterday I was a child
Just a ripple in the folds of time
I wish you well, I want to see you smile
It's alright, goodbye
Goodbye

Goodbye, goodbye, goodbye
I won't cry, I won't cry, I won't cry
Lord knows how hard we tried
Goodbye, goodbye, goodbye

So many things I want to say to you
So many sleepless nights I prayed for you
My heart's an ashtray and I lost my mind
You bring the smokes, I've got the time
I want to scream, I want to laugh, I want to close my eyes
I want to hide somewhere that's hard to find
Stop wasting time trying to shape your life
It's alright, goodbye
Goodbye, goodbye, goodbye

Goodbye, goodbye, goodbye
I won't cry, I won't cry, I won't cry
Lord knows how hard we tried
Goodbye, goodbye, goodbye

My pretty bird, my favorite lullaby
How'd I become the thorn in your side?
All your laughter turned into a cry
It's alright, goodbye
Goodbye, goodbye, goodbye

Goodbye, goodbye, goodbye
I won't cry, I won't cry, I won't cry
Lord knows how hard we tried
It's alright, it's alright, it's alright
It's alright, it's alright, it's alright
Goodbye, goodbye, goodbye"
Aberdeen,Cage The Elephant,"Thank You, Happy Birthday","{'year': 2011, 'month': 1, 'day': 11}","I been trying real hard to, to realize
But some things take a long, long, long, long time
Long time

Hold the phone, hit repeat
Got me foamin' at the knees
Saw the flame, tasted sin
You burn me once again
Cut the cord, she's a creep
Aberdeen!
Way back, way back, way back!

Never saw my dark side inin your eyes
Back and forth, bloody fingers painting up the sky
The sky

Hold the phone, hit repeat
Got me foamin' at the knees
Saw the flame, tasted sin
But you burn me once again
Cut the cord, she's a creep
Aberdeen!
Way back, way back, way back!

Hey! Hey! Hey!
Ooh, ooh

Hold the phone, hit repeat
Got me foamin' at the knees
Saw the flame, tasted sin
You burn me once again
Cut the cord, she's a creep
Aberdeen!
Aberdeen!
Way back, way back, way back!

Way back, way back, way back!
Way back, way back, way back
Way back, way back, way back
Way back, way back, way back
Ooh, ooh)"
Teeth,Cage The Elephant,Melophobia,"{'year': 2013, 'month': 10, 'day': 8}","Yeah, alright

Electrified harmonious
I think I'll take it out to the streets
Will somebody please help me?
Call the doctor but don't call the police
Yeah, cool

Are you into the beat?
Are you into the beat?
I can feel it in my teeth

I can feel it in my teeth
I can feel it in my teeth
And it's driving me mad
I can feel it in my teeth, ooh
I can feel it in my teeth
And it's driving me crazy
It's driving me crazy
It's driving me mad

I wish I were an astronaut
Spacecase making the scene, yeah
Put me in a hospital
Lock me up and throw out the key

Hey, hey, hey, hey
Are you into the beat?
I'm the king of the beat
I can feel it in my teeth

I can feel it in my teeth
I can feel it in my teeth
And it's driving me mad
I can feel it in my teeth
I can feel it in my teeth
And it's driving me crazy
It's driving me crazy

Now, shut up and dance

I can feel it in my teeth
I can feel it in my teeth
And it's driving me mad
I can feel it in my teeth, ooh
I can feel it in my teeth
And it's driving me crazy
It's driving me crazy
It's driving me mad
Yeah, yeah
We live in an environment whose entire population of critics and no painters to be found
Where have all the storytellers gone?
Just when did I become so eaten up by moss and covered in a cloak of popularity?
And then I lose my voice in between the echoes of selfserving prophecy
A captain without his ship, a chiefa chief without a tribe
A raging megalomaniac who only speaks to hear his cheeks slap together and worship the sound of his own voice
A muffled crya muffled crya muffled crya muffled cry
Power concaved inside a woman
To configure through the mythical power of the trees, the graphics being paper th—
Paper thin garments and garments and garments and garments and garments and garments and garments and garments
Pray for summer days
The rain and wind is so strong outside my window
And winter's always searching for another
I hearI hear his cheeks slap together and worship his own voice
Loulouder? Okay, alright
I'm so tired of the demands of this world, her nagging voice
The song she sings, the songs that she desires
She cries out in the heat of her passions
Her legs spread ready forready for a stranger
The captain without his ship, a chief witha chief without a tribe
A raging megalomaniac who only speaks to hear his cheeks slap together and worship the sound of his own voice
I dare not take another drink until it's gone
Just when did I become so eaten up by moss and covered in a cloak of popularity?
When I lose my voice in between the echoes of selfserving prophecy"
Skin and Bones,Cage The Elephant,Social Cues,"{'year': 2019, 'month': 4, 'day': 19}","Close my eyes and drift into the silence
Barely see the ultraviolet
Slipped and fell into the deep end
Oh, the sidewalk shimmer just like diamonds
All the empty words were flying
Well, the heart was low, but I never was alone
I never was alone

I've been running for so long
All that's left is skin and bones
Close my eyes, fight to carry on
Sometimes it makes no sense at all
If I stumble, will I fall?
If I fall, I'll tuck and roll
Close my eyes and let the lovelight guide me home
Let the lovelight guide me home

One step fades and falls into another
I'm not getting any further
Left here feeling like an alien
All the shiny sidewalks, they were lying
Lost myself while I was hiding
And the heart was low, but I never was alone
I never was alone

I've been running for so long
All that's left is skin and bones
Close my eyes, fight to carry on
Sometimes it makes no sense at all
If I stumble, will I fall?
If I fall, I'll tuck and roll
Close my eyes and let the lovelight guide me home
Let the lovelight guide me home

Heart's so empty almost all the time
Blind devising ways to lead the blind
And it seems as if there's no end in sight
I don't wanna be there when it all goes down
But if I gotta be there, don't let me hit the ground
Can I hit the ground?

I've been running for so long
All that's left is skin and bones
Close my eyes, fight to carry on
Sometimes it makes no sense at all
If I stumble, will I fall?
If I fall, I'll tuck and roll
Close my eyes and let the lovelight guide me home
Let the lovelight guide me home
Let the lovelight guide me home"
Hypocrite,Cage The Elephant,Melophobia,"{'year': 2013, 'month': 10, 'day': 8}","Tonight, bleeding from the holes in my face
But I don't want to give it away
You did it for the family name
Crash collide into space
You, your favorite color, red
I guess that I'm the hypocrite
You're not responsible
I'm responsible

Who's to blame?
Tell me, who's to blame?
Tell me who

I won't ever do that again, I've been all over the place
I watched the strawberry fields dry up and wither away
And if you ask me to stay, you know that's where I will be
Won't ever do that again, don't wanna do that again

You call me Baby Blue
For all the evil schemes I pull
We sit and watch the waves break
I made a lot of mistakes
Crash collide into space

Who's to blame?
Tell me, who's to blame?
Tell me who

I won't ever do that again, I've been all over the place
I watched the strawberry fields dry up and wither away
And if you ask me to stay, you know that's where I will be
Won't ever do that again, don't wanna do that again

Ahooh
Ahooh
Ahooh

I won't ever do that again, I've been all over the place
I watched the strawberry fields dry up and wither away
And if you ask me to stay, you know that's where I will be
Dont wanna dododododododododo that again

Ahooh
Ahooh
Ahooh"
Broken Boy,Cage The Elephant,Social Cues,"{'year': 2019, 'month': 4, 'day': 19}","I was born on the wrong side of the train tracks
I was raised with a strap across my back
Lay me on my side or hold me up to the light, yeah
I was burned by the cold kiss of a vampire
I was bit by the whisper of a soft liar
Any good friend of yours is a good friend of mine

Broken boy, how does it feel?
Broken boy, how does it feel? How does it feel?

Tell me why I'm forced to live in this skin
Tell me why Im forced to live in this skin
I'm an alien, I'm just an alien, oh
Tell me why I was born to live in this skin
Tell me how Im supposed to be forgiven
With my hand in the hive and the sun in my eyes, yeah

Broken boy, how does it feel?
Broken boy, how does it feel? How does it feel?

I was born on the wrong side of the train tracks
Always born on the wrong side of the train tracks
Lay me on my side or hold me up to the light, yeah
I was burned by the cold kiss of a vampire
I was promised the keys to an empire
Any good friend of yours is a good friend of mine, oh

Broken boy, how does it feel?
Broken boy, how does it feel? How does it feel?"
Night Running,Cage The Elephant,Social Cues,"{'year': 2019, 'month': 3, 'day': 28}","We're on a night run
Boy you better hold your tongue
Talking like you're coming from kingdom come
Rhythm and reeling, the feeling I'm riding
The sound through the ceiling
Never got no money
But I'm running from the gun
My engines flooded
Cold blooded no money
Drunk on something, uh
Killing the moonlight with daylight
I got my Xray eyes
And I'm feeling so fine

Night running, all night running We running)
Starstudded, not far from it We roll)
We're running, all night running We running)
Cold blooded, all night running We roll)
Night running, all night running We running)
Starstudded, not far from it We roll)
Night running, all night running We running)
Cold blooded, we're all night running We roll)

We're on the nightshade
Tell me what we're hiding from
Like someone could steal it
Are we waiting for some kind of feeling
Or saving it up for the morning?
Undercover
The cloak and dagger
Is there a creature in the attic?
Are we for real, yeah?
Or just pretending?
Will it burn out by the morning?

Night running, all night running We running)
Starstudded, not far from it We roll)
We're running, all night running We running)
Cold blooded, all night running We roll)
Night running, all night running We running)
Starstudded, not far from it We roll)
Night running, all night running We running)
Cold blooded, we're all night running We roll)

We're on a night run
No telling who we're running from
In a world of secrets and demons and people hiding from the sun
Sending my message to everyone losing control
Better not stop 'til I get home
Sentimental flowers don't grow
Got to live through tidal waves
And parishes and biblical floods
I got the grisgris love
And the streets in my blood
I'm on the final run
Falling in and out of love, oh

Night running, all night running We running)
Starstudded, not far from it We roll)
We're running, all night running We running)
Cold blooded, all night running We roll)
Night running, all night running We running)
Starstudded, not far from it We roll)
Night running, all night running We running)
Cold blooded, we're all night running We roll)"
In One Ear,Cage The Elephant,Cage The Elephant,"{'year': 2008, 'month': 6, 'day': 23}","They say that we ain't got the style, we ain't got the class
We ain't got the tunes that's gonna put us on the map
And I'm a phony in disguise, tryna make the radio
I'm an antisocial anarchist who sound like soandso
They say I'm just a stupid kid, another crazy radical
Rock 'n' roll is dead, I probably should have stayed at school
Another Generation X who somehow slipped up through the cracks
Oh, they'd love to see me fall, but I'm already on my back

So it goes in one ear and right out the other
People talking shit, but you know I never bother
It goes in one ear and right out the other
People talking shit, they can kiss the back of my hand

Now I know I'm not a saint, I've been a sinner all my life
I ain't tryin' to hide my flaws, I'd rather keep them in the light
They want to criticize, scrutinize, cast another stone
Burn me at the stake and sit and watch it from their throne
They say the devil is my pal, I do a lot of drugs
The crowd will only like me if they're really fucking drunk
They think they know my thoughts, but they don't know the least
If they'd listen to the words they'd find a message tucked beneath

But it goes in one ear and right out the other
People talking shit even though they never bother
It goes in one ear and right out the other
People talking shit, they can kiss the back of my hand

You hear that? You hear what's coming?
Oh, you better run for the hills
'Cause we're coming to your town
And we're gonna burn that motherfucker down
Aaaaaaoooh!!!!

Here's the moral to the story: we don't do it for the glory
We don't do it for the money, we don't do it for the fame
So all the critics who despise us, go ahead and criticize us
It's your tyranny that drives us, adds the fire to our flames

And it goes in one ear and right out the other
People talking shit but you know we never bother
It goes in one ear and right out the other
I'm only playing music cause you know I fucking love it
It goes in one ear and right out the other
People talking shit but you know I never bother
It goes in one ear and right out the other
People talking shit, they can kiss the back of my hand"
